Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_Age,Host_disease,Host,Instrument,Isolate,Isolation_source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,passage_history,Platform,ReleaseDate,Sample Name,SRA Study,STRAIN,Replicate,host_sex
SRR17415138,WGS,300,58502100,PRJNA793894,SAMN24592517,SARS-CoV-2: clinical or host-associated,34989115,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-15,public,"sra,fastq,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",SRX13586942,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,not applicable,Viral supernatants,40.7882 N 73.9531 W,TD005760_AG_23563,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original viral stock,ILLUMINA,2022-01-03T00:00:00Z,80_20_input,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (80:20 ratio),,
SRR17415139,WGS,300,43989900,PRJNA793894,SAMN24592481,SARS-CoV-2: clinical or host-associated,23167575,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"activ_sars2_vcf,fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13586941,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster3_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18825,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage3_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415140,AMPLICON,487,934928,PRJNA793894,SAMN24592485,SARS-CoV-2: clinical or host-associated,948928,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"nanopore,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX13586940,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster5_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B41_AG_18829,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage5_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415141,AMPLICON,482,771813,PRJNA793894,SAMN24592484,SARS-CoV-2: clinical or host-associated,790005,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"nanopore,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13586939,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster4_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B40_AG_18828,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage4_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415142,AMPLICON,481,760330,PRJNA793894,SAMN24592483,SARS-CoV-2: clinical or host-associated,779369,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"nanopore,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13586938,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster4_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B39_AG_18827,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage4_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415143,AMPLICON,497,1579763,PRJNA793894,SAMN24592482,SARS-CoV-2: clinical or host-associated,1560865,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"nanopore,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13586937,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster3_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B38_AG_18826,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage3_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415144,AMPLICON,504,1510671,PRJNA793894,SAMN24592481,SARS-CoV-2: clinical or host-associated,1497005,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"sra,fastq,nanopore","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13586936,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster3_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B37_AG_18825,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage3_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415145,AMPLICON,505,1667165,PRJNA793894,SAMN24592480,SARS-CoV-2: clinical or host-associated,1642859,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"fastq,nanopore,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX13586935,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster2_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B36_AG_18824,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage2_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415146,AMPLICON,486,1037060,PRJNA793894,SAMN24592479,SARS-CoV-2: clinical or host-associated,1046104,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"sra,fastq,nanopore","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX13586934,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster2_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B35_AG_18823,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage2_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415147,AMPLICON,497,1019530,PRJNA793894,SAMN24592478,SARS-CoV-2: clinical or host-associated,1026678,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"nanopore,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX13586933,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster1_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B34_AG_18822,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage1_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415148,WGS,300,68493300,PRJNA793894,SAMN24592486,SARS-CoV-2: clinical or host-associated,37000218,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"sra,fastq,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",SRX13586932,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,Illumina MiSeq,Hamster5_DC,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,TD005532_AG_18830,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,ILLUMINA,2022-01-03T00:00:00Z,H_Cage5_DC_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415149,AMPLICON,487,1296816,PRJNA793894,SAMN24592477,SARS-CoV-2: clinical or host-associated,1294526,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-06-09,public,"nanopore,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13586931,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,not applicable,MinION,Hamster1_DI,Nasal Wash from Syrian Golden Hamster (Mesocricetus auratus),40.7882 N 73.9531 W,AGL463_B33_AG_18821,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Original from sample,OXFORD_NANOPORE,2022-01-04T00:00:00Z,H_Cage1_DI_2dpi_NW,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y,,female
SRR17415150,WGS,300,53964000,PRJNA793894,SAMN24592565,SARS-CoV-2: clinical or host-associated,32232828,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"fastq,activ_sars2_vcf,sra","gs,s3","gs.US,s3.us-east-1",SRX13586930,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23625,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,30_70_3_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (30:70 ratio),Biological replicate 3,
SRR17415151,WGS,300,48680400,PRJNA793894,SAMN24592564,SARS-CoV-2: clinical or host-associated,29332576,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,"Alba Escalera\, Ana S. Gonzalez-Reiche\, Sadaf Aslam\, Ignacio Mena\, Rebecca L. Pearl\, Manon Laporte\, Andrea Fossati\, Raveen Rathnasinghe\, Hala Alshammary\, Adriana van de Guchte\, Mehdi Bouhaddou\, Thomas Kehrer\, Lorena Zuliani-Alvarez\, David A. Meekins\, Ve...",2021-11-17,public,"activ_sars2_vcf,fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13586929,USA,North America,USA: New York,not applicable,severe acute respiratory syndrome,Homo sapiens,Illumina MiSeq,Human pneumocyte-like cells (in vitro cell culture),Viral supernantants from pneumocyte infected cells,40.7882 N 73.9531 W,TD005760_AG_23624,PAIRED,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,Passage 2,ILLUMINA,2022-01-03T00:00:00Z,30_70_2_48h,SRP353348,SARS-CoV-2/USA-WA1/2020 and WA1-655Y (30:70 ratio),Biological replicate 2,
